SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
50,3,6,47,181,Tennessee,Wayne County,16981,16997,16972,16918,16857,16765,16754,16637,16633,16644
50,3,6,47,183,Tennessee,Weakley County,35044,34860,34556,34154,34003,33875,33591,33323,33368,33269
50,3,6,47,185,Tennessee,White County,25833,26058,26043,26207,26279,26363,26473,26780,27099,27378
50,3,6,47,187,Tennessee,Williamson County,184082,188464,193207,199177,205395,211713,219105,226373,232517,238556
50,3,6,47,189,Tennessee,Wilson County,114681,116814,119172,122033,125253,128610,132649,136824,140909,144507
40,3,7,48,0,Texas,Texas,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794
50,3,7,48,1,Texas,Anderson County,58498,58404,58074,57982,57846,57665,57595,58232,58138,57816
50,3,7,48,3,Texas,Andrews County,14849,15387,16102,16774,17424,18058,17775,17599,18063,18821
50,3,7,48,5,Texas,Angelina County,86905,87299,87511,87317,87575,87837,87661,87523,86854,86761
50,3,7,48,7,Texas,Aransas County,23189,23222,23466,23893,24573,24812,25216,25421,23283,23364
50,3,7,48,9,Texas,Archer County,9118,8840,8815,8799,8842,8762,8780,8788,8778,8692
50,3,7,48,11,Texas,Armstrong County,1902,1936,1953,1940,1914,1901,1838,1866,1859,1853
50,3,7,48,13,Texas,Atascosa County,44964,45506,46444,47029,47730,48382,48689,49094,50325,51140
50,3,7,48,15,Texas,Austin County,28372,28612,28572,28690,28975,29477,29650,29729,30000,30107
50,3,7,48,17,Texas,Bailey County,7154,7175,7139,7123,6962,7219,7138,6987,6901,6859
50,3,7,48,19,Texas,Bandera County,20546,20526,20579,20543,20800,21127,21678,22312,22816,23181
50,3,7,48,21,Texas,Bastrop County,74381,75058,74745,75809,77726,80109,82642,84624,86590,88737
50,3,7,48,23,Texas,Baylor County,3708,3696,3593,3581,3569,3610,3636,3554,3565,3525
50,3,7,48,25,Texas,Bee County,31862,32316,32486,32811,32847,32620,32823,32598,32494,32618
50,3,7,48,27,Texas,Bell County,312886,315915,325138,327254,330436,336434,341477,347683,355722,363693
50,3,7,48,29,Texas,Bexar County,1722841,1755360,1788768,1821354,1857977,1894811,1927409,1956394,1981061,2002445
50,3,7,48,31,Texas,Blanco County,10501,10569,10619,10639,10807,11030,11291,11473,11661,11971
50,3,7,48,33,Texas,Borden County,646,632,613,646,665,655,658,669,650,656
50,3,7,48,35,Texas,Bosque County,18269,18260,18127,17864,17715,17860,18035,18309,18598,18594
50,3,7,48,37,Texas,Bowie County,92645,92832,93068,93425,93337,93146,93575,93625,93922,93505
50,3,7,48,39,Texas,Brazoria County,314499,319214,324295,329961,337632,345295,353361,362261,369470,374699
50,3,7,48,41,Texas,Brazos County,195671,197481,200304,204164,209039,216339,219881,223985,226011,229418
50,3,7,48,43,Texas,Brewster County,9258,9350,9262,9288,9148,9140,9213,9324,9236,9144
50,3,7,48,45,Texas,Briscoe County,1633,1658,1576,1563,1553,1515,1481,1515,1511,1542
50,3,7,48,47,Texas,Brooks County,7213,7223,7203,7266,7237,7203,7220,7138,7084,7093
50,3,7,48,49,Texas,Brown County,38076,37995,37804,37663,37544,37729,38056,37816,37750,37770
50,3,7,48,51,Texas,Burleson County,17238,17330,17437,17272,17388,17612,17862,18055,18329,18425
50,3,7,48,53,Texas,Burnet County,42760,43221,43383,43580,43957,44738,45836,46592,47377,48280
50,3,7,48,55,Texas,Caldwell County,38087,38432,38648,39167,39670,40386,41095,42302,43129,43579
50,3,7,48,57,Texas,Calhoun County,21312,21353,21564,21719,21799,21873,21939,21716,21455,21237
50,3,7,48,59,Texas,Callahan County,13511,13513,13488,13502,13508,13595,13789,13967,13986,13941
50,3,7,48,61,Texas,Cameron County,407608,413116,415729,417129,418698,419062,420894,421506,421446,422649
50,3,7,48,63,Texas,Camp County,12396,12421,12487,12462,12654,12691,12751,12829,12974,13078
50,3,7,48,65,Texas,Carson County,6164,6240,6090,5988,6035,6014,6093,6003,5966,5867
50,3,7,48,67,Texas,Cass County,30457,30279,30032,30235,30119,30137,30048,29958,30125,30002
50,3,7,48,69,Texas,Castro County,8125,8089,8254,8108,7912,7774,7730,7668,7529,7484
50,3,7,48,71,Texas,Chambers County,35452,35693,36497,37359,38287,39025,40160,41249,42128,43726
50,3,7,48,73,Texas,Cherokee County,50932,51082,51271,51089,51187,51567,51870,52099,52299,52561
50,3,7,48,75,Texas,Childress County,7069,7028,7102,7061,7201,7177,7204,7260,7265,7222
50,3,7,48,77,Texas,Clay County,10737,10668,10525,10458,10380,10363,10268,10496,10439,10465
50,3,7,48,79,Texas,Cochran County,3147,3083,3029,3013,2948,2979,2913,2847,2816,2825
50,3,7,48,81,Texas,Coke County,3318,3264,3198,3175,3211,3220,3255,3278,3317,3316
50,3,7,48,83,Texas,Coleman County,8873,8748,8673,8533,8422,8317,8415,8402,8364,8125
50,3,7,48,85,Texas,Collin County,787102,812083,834839,856063,884410,915014,944313,972724,1006012,1035072
50,3,7,48,87,Texas,Collingsworth County,3054,3085,3023,3098,3014,3007,3009,2958,2928,2921
50,3,7,48,89,Texas,Colorado County,20868,20803,20724,20717,20695,20946,21091,21301,21317,21467
50,3,7,48,91,Texas,Comal County,109311,112128,114897,118663,123268,128870,134408,140721,148230,156435
50,3,7,48,93,Texas,Comanche County,13954,13870,13723,13552,13470,13392,13554,13531,13519,13629
50,3,7,48,95,Texas,Concho County,4101,4121,4082,4118,4080,4065,4134,2701,2679,2749
50,3,7,48,97,Texas,Cooke County,38482,38452,38729,38465,38772,39179,39334,39903,40434,41074
50,3,7,48,99,Texas,Coryell County,75654,76656,78515,76827,76245,76242,74924,74886,74791,76543
50,3,7,48,101,Texas,Cottle County,1512,1507,1485,1442,1427,1437,1398,1373,1375,1385
50,3,7,48,103,Texas,Crane County,4382,4357,4522,4716,4894,4991,4776,4675,4718,4759
50,3,7,48,105,Texas,Crockett County,3701,3655,3707,3765,3791,3736,3652,3528,3448,3468
50,3,7,48,107,Texas,Crosby County,6025,6041,6033,5923,5826,5918,5905,5850,5743,5701
50,3,7,48,109,Texas,Culberson County,2404,2393,2317,2305,2282,2252,2216,2227,2176,2146
50,3,7,48,111,Texas,Dallam County,6745,6887,7058,7111,7214,7301,7321,7248,7262,7255
50,3,7,48,113,Texas,Dallas County,2373711,2409257,2456296,2484675,2519407,2557615,2591488,2620425,2629764,2635603
50,3,7,48,115,Texas,Dawson County,13826,13750,13614,13224,13451,13000,13000,12734,12551,12985
50,3,7,48,117,Texas,Deaf Smith County,19465,19519,19369,19174,19116,18819,18823,18742,18686,18559
50,3,7,48,119,Texas,Delta County,5242,5145,5240,5117,5137,5154,5131,5268,5311,5327
50,3,7,48,121,Texas,Denton County,665833,684842,707027,727776,752355,778799,807566,834649,858148,888765
50,3,7,48,123,Texas,DeWitt County,20055,20207,20360,20381,20519,20632,20598,20164,20042,20105
50,3,7,48,125,Texas,Dickens County,2447,2402,2324,2299,2214,2203,2191,2192,2200,2185
50,3,7,48,127,Texas,Dimmit County,10043,10109,10472,10898,10993,10914,10676,10281,10176,10104
50,3,7,48,129,Texas,Donley County,3734,3686,3645,3561,3483,3390,3387,3334,3292,3263
50,3,7,48,131,Texas,Duval County,11705,11778,11564,11563,11487,11313,11411,11239,11124,11139
50,3,7,48,133,Texas,Eastland County,18595,18583,18461,18279,18259,18151,18233,18278,18278,18267
50,3,7,48,135,Texas,Ector County,137060,139631,144472,149629,154553,159859,157748,156823,161859,166204
50,3,7,48,137,Texas,Edwards County,1999,1979,1990,1899,1904,1911,1915,1931,1903,1915
50,3,7,48,139,Texas,Ellis County,150408,152419,153779,155972,159239,163331,168367,173434,179094,184765
50,3,7,48,141,Texas,El Paso County,803548,819796,832118,830585,833370,831382,834112,836087,835590,837501
50,3,7,48,143,Texas,Erath County,37913,38925,39408,39893,40525,41200,41375,41744,42251,42536
50,3,7,48,145,Texas,Falls County,17895,17853,17572,17244,17211,17215,17279,17342,17225,17282
50,3,7,48,147,Texas,Fannin County,33922,33884,33601,33509,33606,33501,33937,34570,35258,35554
50,3,7,48,149,Texas,Fayette County,24545,24734,24645,24705,24761,24923,24999,25110,25272,25308
50,3,7,48,151,Texas,Fisher County,3959,3947,3837,3857,3873,3876,3874,3869,3798,3810
50,3,7,48,153,Texas,Floyd County,6404,6371,6352,6248,5950,5845,5849,5832,5801,5754
50,3,7,48,155,Texas,Foard County,1344,1359,1309,1285,1273,1223,1196,1197,1183,1156
50,3,7,48,157,Texas,Fort Bend County,590177,605979,624737,651770,683977,715260,744489,768258,789269,812737
50,3,7,48,159,Texas,Franklin County,10605,10561,10633,10612,10561,10600,10686,10801,10776,10749
50,3,7,48,161,Texas,Freestone County,19802,19602,19484,19599,19678,19745,19658,19651,19786,19753
50,3,7,48,163,Texas,Frio County,17255,17491,17924,18397,18930,19348,19547,19818,20121,20199
50,3,7,48,165,Texas,Gaines County,17588,17907,18305,18798,19319,20204,20477,20575,20799,21540
50,3,7,48,167,Texas,Galveston County,292492,295632,301099,306652,313451,321074,329038,334691,337639,341541
50,3,7,48,169,Texas,Garza County,6466,6556,6413,6364,6409,6384,6197,6480,6227,6238
50,3,7,48,171,Texas,Gillespie County,24875,25041,25177,25364,25476,25913,26225,26520,26706,26927
50,3,7,48,173,Texas,Glasscock County,1232,1238,1280,1271,1326,1379,1365,1366,1397,1430
50,3,7,48,175,Texas,Goliad County,7219,7208,7329,7454,7509,7517,7516,7559,7583,7607
50,3,7,48,177,Texas,Gonzales County,19797,19753,19923,20135,20331,20492,20784,20743,20768,20899
50,3,7,48,179,Texas,Gray County,22474,22663,22922,22994,23425,23262,22713,22089,22006,21849
50,3,7,48,181,Texas,Grayson County,121029,121429,121866,122385,123628,125672,128309,131085,133780,136143
50,3,7,48,183,Texas,Gregg County,122044,122719,123154,123313,123225,123887,123493,122985,123362,124098
50,3,7,48,185,Texas,Grimes County,26624,26663,26686,26796,26998,27302,27479,27924,28280,28940
50,3,7,48,187,Texas,Guadalupe County,132581,135816,139657,142895,146832,150608,154510,159666,163397,166970
50,3,7,48,189,Texas,Hale County,36271,36383,36248,35660,34435,34010,34062,33901,33501,33098
50,3,7,48,191,Texas,Hall County,3359,3312,3269,3163,3072,3093,3112,3043,3038,2992
50,3,7,48,193,Texas,Hamilton County,8468,8393,8251,8244,8164,8084,8245,8413,8492,8465
50,3,7,48,195,Texas,Hansford County,5599,5580,5532,5543,5560,5652,5572,5470,5456,5380
50,3,7,48,197,Texas,Hardeman County,4159,4160,4098,4067,3992,3922,3981,3956,3914,3927
50,3,7,48,199,Texas,Hardin County,54785,55074,55129,55311,55516,55767,56310,57194,57175,57796
50,3,7,48,201,Texas,Harris County,4107542,4179279,4262549,4352419,4454951,4556559,4622836,4655798,4676913,4709243
50,3,7,48,203,Texas,Harrison County,65770,66350,66273,66287,66605,66710,66657,66516,66693,66484
50,3,7,48,205,Texas,Hartley County,6067,6035,6092,6011,6059,5705,5733,5701,5556,5507
50,3,7,48,207,Texas,Haskell County,5878,5956,5883,5899,5811,5819,5749,5696,5689,5665
50,3,7,48,209,Texas,Hays County,158086,163161,168406,175933,184764,194588,204581,214863,222928,230400
50,3,7,48,211,Texas,Hemphill County,3800,3961,4098,4158,4171,4283,4104,3944,3850,3831
50,3,7,48,213,Texas,Henderson County,78652,78829,78989,78679,79331,79509,80099,80976,82155,82822
50,3,7,48,215,Texas,Hidalgo County,779091,795305,807930,818047,829065,838741,847759,854739,860765,867221
50,3,7,48,217,Texas,Hill County,35153,35210,35165,34859,34778,34841,35101,35722,36178,36536
50,3,7,48,219,Texas,Hockley County,22827,22907,23053,23387,23446,23291,23051,22974,22929,23055
50,3,7,48,221,Texas,Hood County,51268,51564,52132,52872,53827,55246,56595,57994,60249,61762
50,3,7,48,223,Texas,Hopkins County,35211,35261,35309,35297,35686,35970,36163,36456,36690,37063
50,3,7,48,225,Texas,Houston County,23683,23433,23212,22806,22807,22743,22892,23073,23033,22877
50,3,7,48,227,Texas,Howard County,34983,34967,35485,36170,36513,37114,36202,35778,35813,36732
50,3,7,48,229,Texas,Hudspeth County,3472,3409,3353,3333,3300,3534,4259,4615,4782,4875
50,3,7,48,231,Texas,Hunt County,86367,86688,86992,87447,88664,89708,91920,94058,96667,98559
50,3,7,48,233,Texas,Hutchinson County,22211,22023,22024,21924,21917,21798,21540,21339,21068,20899
50,3,7,48,235,Texas,Irion County,1615,1601,1582,1621,1586,1555,1575,1523,1541,1565
50,3,7,48,237,Texas,Jack County,9004,9031,8992,8950,8881,8886,8785,8829,8826,8945
50,3,7,48,239,Texas,Jackson County,14091,14050,14271,14609,14723,14807,14871,14798,14826,14760
50,3,7,48,241,Texas,Jasper County,35775,36201,35855,35615,35425,35268,35443,35580,35802,35610
50,3,7,48,243,Texas,Jeff Davis County,2344,2282,2296,2231,2216,2197,2229,2257,2243,2275
50,3,7,48,245,Texas,Jefferson County,252457,253500,251617,253091,252896,255115,255696,255889,252655,251315
50,3,7,48,247,Texas,Jim Hogg County,5289,5287,5275,5262,5328,5295,5245,5186,5160,5161
50,3,7,48,249,Texas,Jim Wells County,40914,41245,41673,41706,41525,41540,41206,40952,40799,40573
50,3,7,48,251,Texas,Johnson County,151251,152084,153406,154531,156735,159346,162816,167114,171294,175997
50,3,7,48,253,Texas,Jones County,20237,20271,19873,20041,19851,19965,19968,19829,19833,19867
50,3,7,48,255,Texas,Karnes County,14886,14955,14857,14729,14907,15407,15513,15590,15715,15356
50,3,7,48,257,Texas,Kaufman County,103880,105212,106569,108269,110895,114083,118040,122753,128512,136459
50,3,7,48,259,Texas,Kendall County,33594,34424,35563,37151,38379,39959,41916,43985,45614,47418
50,3,7,48,261,Texas,Kenedy County,417,438,447,438,437,441,427,408,419,385
50,3,7,48,263,Texas,Kent County,812,813,825,782,747,746,748,758,724,758
50,3,7,48,265,Texas,Kerr County,49640,49635,49712,49781,50333,50869,51442,51883,52359,52422
50,3,7,48,267,Texas,Kimble County,4600,4592,4522,4457,4460,4387,4405,4380,4332,4362
50,3,7,48,269,Texas,King County,288,258,269,272,262,280,289,287,275,267
50,3,7,48,271,Texas,Kinney County,3591,3613,3646,3640,3563,3599,3634,3709,3690,3668
50,3,7,48,273,Texas,Kleberg County,32037,32034,32093,32012,31884,31406,31309,30756,30718,30502
50,3,7,48,275,Texas,Knox County,3723,3721,3729,3719,3797,3790,3729,3669,3651,3663
50,3,7,48,277,Texas,Lamar County,49822,49869,49673,49113,49435,49399,49555,49610,49672,49781
50,3,7,48,279,Texas,Lamb County,13995,14064,13870,13671,13491,13267,13205,13186,13087,12904
50,3,7,48,281,Texas,Lampasas County,19759,19920,20050,20138,20106,20362,20532,20867,21144,21429
50,3,7,48,283,Texas,La Salle County,6913,7000,7154,7442,7482,7635,7600,7537,7507,7546
50,3,7,48,285,Texas,Lavaca County,19266,19317,19532,19630,19777,19920,19886,20015,20086,20156
50,3,7,48,287,Texas,Lee County,16594,16555,16504,16542,16614,16859,16961,17104,17113,17295
50,3,7,48,289,Texas,Leon County,16724,16829,16740,16619,16731,17030,17200,17224,17289,17421
50,3,7,48,291,Texas,Liberty County,75870,76005,76378,76847,78047,79537,81381,83648,85834,88453
50,3,7,48,293,Texas,Limestone County,23490,23587,23679,23433,23521,23433,23466,23376,23251,23389
50,3,7,48,295,Texas,Lipscomb County,3283,3334,3448,3489,3551,3557,3502,3361,3315,3214
50,3,7,48,297,Texas,Live Oak County,11550,11504,11671,11831,12063,12177,12038,12157,12120,12236
50,3,7,48,299,Texas,Llano County,19336,19073,19266,19509,19666,20080,20621,21199,21670,21810
50,3,7,48,301,Texas,Loving County,84,95,86,106,89,119,117,133,149,165
50,3,7,48,303,Texas,Lubbock County,280332,283476,286062,289646,294591,298509,302326,305689,308084,311087
50,3,7,48,305,Texas,Lynn County,5912,5883,5793,5726,5798,5746,5775,5828,5846,5956
50,3,7,48,307,Texas,McCulloch County,8232,8256,8241,8244,8152,8253,8121,7934,7960,8011
50,3,7,48,309,Texas,McLennan County,235904,237847,239369,241447,243182,245471,247573,251638,254204,257080
50,3,7,48,311,Texas,McMullen County,711,697,731,762,801,831,810,766,727,733
50,3,7,48,313,Texas,Madison County,13737,13747,13739,13812,13857,13954,14127,14292,14417,14382
50,3,7,48,315,Texas,Marion County,10491,10485,10387,10293,10168,10152,10134,10076,9915,9848
50,3,7,48,317,Texas,Martin County,4809,4885,4976,5268,5457,5639,5627,5526,5668,5743
50,3,7,48,319,Texas,Mason County,4010,4034,4056,4122,4101,4063,4159,4185,4263,4287
50,3,7,48,321,Texas,Matagorda County,36706,36675,36534,36483,36463,36747,37143,36848,36583,36655
50,3,7,48,323,Texas,Maverick County,54424,55233,55723,56475,57044,57643,57901,57883,57970,58357
50,3,7,48,325,Texas,Medina County,46130,46521,46812,47257,47851,48419,49239,50205,50933,51608
50,3,7,48,327,Texas,Menard County,2230,2215,2205,2138,2129,2135,2097,2115,2103,2099
50,3,7,48,329,Texas,Midland County,136987,140247,147365,152387,156767,162381,163928,165417,172537,176444
50,3,7,48,331,Texas,Milam County,24683,24610,24116,24096,24147,24364,24678,24907,24970,24721
50,3,7,48,333,Texas,Mills County,4969,4883,4833,4873,4871,4887,4886,4923,4865,4872
50,3,7,48,335,Texas,Mitchell County,9411,9397,9332,9002,9075,8863,8481,8234,8201,8161
50,3,7,48,337,Texas,Montague County,19719,19760,19477,19386,19366,19254,19387,19408,19596,19848
50,3,7,48,339,Texas,Montgomery County,459223,471456,484627,498488,517262,535913,555338,571542,590127,607583
50,3,7,48,341,Texas,Moore County,22008,22075,22431,22139,21975,21709,21638,21571,21053,20931
50,3,7,48,343,Texas,Morris County,12918,12769,12698,12674,12599,12360,12420,12360,12269,12343
50,3,7,48,345,Texas,Motley County,1205,1200,1197,1192,1149,1146,1169,1226,1234,1200
50,3,7,48,347,Texas,Nacogdoches County,64684,65656,65868,65188,65235,65456,65532,65231,65039,64846
50,3,7,48,349,Texas,Navarro County,47870,48072,48157,48036,47907,48167,48403,48744,49556,49978
50,3,7,48,351,Texas,Newton County,14447,14562,14433,14343,14294,14161,14162,13909,13784,13673
50,3,7,48,353,Texas,Nolan County,15247,15147,14939,15076,15139,15128,15082,14912,14845,14833
50,3,7,48,355,Texas,Nueces County,340251,343278,347966,352987,356717,360587,361753,361328,362177,362347
50,3,7,48,357,Texas,Ochiltree County,10171,10444,10611,10701,10709,10690,10259,10004,9861,9815
50,3,7,48,359,Texas,Oldham County,2050,2072,2046,2087,2068,2064,2071,2106,2122,2115
50,3,7,48,361,Texas,Orange County,82015,82350,82908,82853,83301,84026,84652,85056,83207,83086
50,3,7,48,363,Texas,Palo Pinto County,28093,28059,27862,27878,28033,27963,28131,28554,28843,29114
50,3,7,48,365,Texas,Panola County,23770,24008,24000,23791,23749,23661,23407,23165,23069,23103
50,3,7,48,367,Texas,Parker County,117324,118326,119494,119807,122185,125691,129016,133616,138254,143149
50,3,7,48,369,Texas,Parmer County,10266,10280,10188,9989,9954,9791,9764,9688,9666,9555
50,3,7,48,371,Texas,Pecos County,15521,15638,15563,15656,15818,16022,15852,15626,15673,15757
50,3,7,48,373,Texas,Polk County,45444,45582,45517,45527,45815,46617,47654,48938,49933,51254
50,3,7,48,375,Texas,Potter County,121329,122268,122706,122091,122019,121214,120440,120008,118344,116818
50,3,7,48,377,Texas,Presidio County,7875,7754,7614,7383,7189,7048,7113,7044,6764,6612
50,3,7,48,379,Texas,Rains County,10898,10990,10927,11020,11001,11121,11283,11713,12056,12401
50,3,7,48,381,Texas,Randall County,121221,123480,125047,126833,128823,130463,132465,134148,135745,137770
50,3,7,48,383,Texas,Reagan County,3353,3395,3477,3630,3784,3804,3721,3706,3728,3842
50,3,7,48,385,Texas,Real County,3322,3432,3354,3320,3347,3297,3387,3413,3475,3460
50,3,7,48,387,Texas,Red River County,12873,12681,12721,12484,12443,12344,12175,12167,12141,12095
50,3,7,48,389,Texas,Reeves County,13830,14095,14256,14478,15103,15556,15203,15141,15486,15951
50,3,7,48,391,Texas,Refugio County,7376,7323,7259,7283,7366,7331,7275,7178,6921,6824
50,3,7,48,393,Texas,Roberts County,920,922,938,915,910,906,910,937,889,837
50,3,7,48,395,Texas,Robertson County,16551,16652,16447,16420,16457,16688,16821,17152,17237,17104
50,3,7,48,397,Texas,Rockwall County,78971,81103,82772,84732,87138,90258,93579,96956,100592,104862
50,3,7,48,399,Texas,Runnels County,10510,10503,10337,10197,10297,10387,10290,10275,10167,10265
50,3,7,48,401,Texas,Rusk County,53307,53644,53735,53269,53144,52897,52836,54148,54246,54386
50,3,7,48,403,Texas,Sabine County,10870,10727,10526,10428,10435,10451,10389,10422,10541,10490
50,3,7,48,405,Texas,San Augustine County,8855,8798,8789,8661,8479,8346,8280,8302,8251,8220
50,3,7,48,407,Texas,San Jacinto County,26480,26789,26956,26745,27066,27376,27743,28233,28724,28867
50,3,7,48,409,Texas,San Patricio County,64424,64455,65261,66132,66654,67121,67325,67221,66576,66656
50,3,7,48,411,Texas,San Saba County,6134,6046,5990,5959,5860,5925,5920,5994,6056,6009
50,3,7,48,413,Texas,Schleicher County,3503,3309,3257,3188,3160,3191,3056,2988,2883,2801
50,3,7,48,415,Texas,Scurry County,16929,16861,17120,17258,17367,17565,17417,17020,16838,16655
50,3,7,48,417,Texas,Shackelford County,3384,3335,3361,3374,3314,3331,3337,3289,3258,3272
50,3,7,48,419,Texas,Shelby County,25460,25736,26062,25977,25604,25366,25583,25218,25300,25297
50,3,7,48,421,Texas,Sherman County,3025,3013,3037,3067,3061,3053,3053,3038,3094,3017
50,3,7,48,423,Texas,Smith County,210407,212770,214824,216498,219678,222450,225181,227159,229860,232916
50,3,7,48,425,Texas,Somervell County,8501,8428,8555,8567,8559,8619,8663,8850,9017,9123
50,3,7,48,427,Texas,Starr County,61140,61640,61951,62347,62901,63406,63697,63887,64017,64294
50,3,7,48,429,Texas,Stephens County,9620,9535,9608,9366,9335,9378,9383,9288,9419,9364
50,3,7,48,431,Texas,Sterling County,1137,1170,1190,1228,1339,1330,1337,1285,1306,1295
50,3,7,48,433,Texas,Stonewall County,1496,1463,1452,1418,1388,1400,1404,1374,1345,1336
50,3,7,48,435,Texas,Sutton County,4061,3986,3916,3985,3972,3918,3902,3796,3749,3779
50,3,7,48,437,Texas,Swisher County,7919,7805,7849,7724,7553,7477,7437,7440,7400,7399
50,3,7,48,439,Texas,Tarrant County,1818167,1848598,1882950,1913541,1946907,1985664,2023942,2056197,2080998,2101282
50,3,7,48,441,Texas,Taylor County,131842,132867,134122,133972,135049,136210,136330,136615,137319,138141
50,3,7,48,443,Texas,Terrell County,1007,945,917,887,906,863,815,810,792,752
50,3,7,48,445,Texas,Terry County,12681,12657,12630,12716,12796,12761,12767,12427,12311,12354
50,3,7,48,447,Texas,Throckmorton County,1639,1637,1610,1605,1612,1558,1542,1510,1485,1473
50,3,7,48,449,Texas,Titus County,32417,32447,32605,32575,32484,32605,32455,32652,32767,32744
50,3,7,48,451,Texas,Tom Green County,110675,111761,113324,114708,116366,117574,117742,117745,118299,119429
50,3,7,48,453,Texas,Travis County,1030392,1061662,1096918,1122346,1152411,1180003,1206283,1227373,1246693,1273567
50,3,7,48,455,Texas,Trinity County,14728,14687,14375,14450,14303,14541,14535,14680,14672,14675
50,3,7,48,457,Texas,Tyler County,21763,21676,21504,21509,21469,21372,21416,21498,21593,21523
50,3,7,48,459,Texas,Upshur County,39372,39728,39921,39769,40303,40343,40807,41103,41150,41705
50,3,7,48,461,Texas,Upton County,3340,3284,3265,3389,3486,3658,3698,3657,3632,3644
50,3,7,48,463,Texas,Uvalde County,26441,26587,26744,26905,27017,26948,27082,27073,26805,26794
50,3,7,48,465,Texas,Val Verde County,48963,48962,48968,49027,48821,48860,48901,49071,49048,49041
50,3,7,48,467,Texas,Van Zandt County,52576,52490,52211,52328,52782,53431,54407,55141,56025,56744
50,3,7,48,469,Texas,Victoria County,86883,87560,89124,90075,91037,92130,92423,92011,91829,92021
50,3,7,48,471,Texas,Walker County,68239,68405,68602,69402,70064,70825,71811,72764,73037,71700
50,3,7,48,473,Texas,Waller County,43558,44138,44365,45436,46793,48663,50062,51736,53568,55311
50,3,7,48,475,Texas,Ward County,10595,10671,10825,11206,11571,11630,11573,11377,11691,11985
50,3,7,48,477,Texas,Washington County,33695,33952,33916,34187,34384,34820,34688,34804,35485,35626
50,3,7,48,479,Texas,Webb County,251358,255877,260487,264280,267258,269598,272053,273378,274734,276387
50,3,7,48,481,Texas,Wharton County,41280,41286,41130,41115,41082,41369,41619,41869,41515,41671
50,3,7,48,483,Texas,Wheeler County,5387,5447,5593,5720,5701,5665,5526,5301,5136,5026
50,3,7,48,485,Texas,Wichita County,131802,130825,131742,132255,132721,131050,131386,131807,132046,132328
50,3,7,48,487,Texas,Wilbarger County,13509,13455,13294,13208,12991,13059,12893,12693,12753,12695
50,3,7,48,489,Texas,Willacy County,22226,22168,22202,22016,21926,21852,21749,21489,21414,21280
50,3,7,48,491,Texas,Williamson County,426568,442366,456144,470494,488446,507728,528207,546837,567465,591823
50,3,7,48,493,Texas,Wilson County,43054,43669,44356,45224,46147,47181,48202,49226,50150,50950
50,3,7,48,495,Texas,Winkler County,7081,7160,7366,7631,7818,8028,7917,7595,7743,7970
50,3,7,48,497,Texas,Wise County,59083,59938,60395,60991,61668,62813,64428,65781,68251,69877
50,3,7,48,499,Texas,Wood County,41989,42109,42402,42366,42791,43142,43790,44325,45242,45621
50,3,7,48,501,Texas,Yoakum County,7852,7971,8052,8218,8392,8635,8626,8527,8520,8686
50,3,7,48,503,Texas,Young County,18523,18354,18273,18353,18267,18154,18095,17916,17953,17937
50,3,7,48,505,Texas,Zapata County,14086,14223,14267,14375,14359,14474,14420,14251,14151,14221
50,3,7,48,507,Texas,Zavala County,11728,11872,12015,12203,12254,12322,12125,11946,11934,11807
40,4,8,49,0,Utah,Utah,2775413,2814797,2854146,2898773,2938327,2983626,3044241,3103540,3155153,3203383
50,4,8,49,1,Utah,Beaver County,6657,6560,6500,6454,6428,6351,6463,6402,6620,6725
50,4,8,49,3,Utah,Box Elder County,50178,50242,50205,50730,51309,51839,52995,53999,54807,55957
50,4,8,49,5,Utah,Cache County,113388,114800,115925,117070,117956,119777,122347,124448,126574,128309
50,4,8,49,7,Utah,Carbon County,21403,21308,21226,20908,20642,20400,20349,20171,20248,20476
50,4,8,49,9,Utah,Daggett County,1077,1162,1096,1141,1125,1107,1075,1012,984,964
50,4,8,49,11,Utah,Davis County,307919,311904,316022,322368,328891,334814,341255,346858,351154,355304
50,4,8,49,13,Utah,Duchesne County,18647,18700,18999,19959,20197,20743,20226,19852,19902,19877
50,4,8,49,15,Utah,Emery County,11004,10986,10941,10761,10641,10360,10221,10027,10039,10061
50,4,8,49,17,Utah,Garfield County,5196,5150,5064,5033,5009,4966,4956,5022,4970,5000
50,4,8,49,19,Utah,Grand County,9301,9286,9343,9361,9464,9530,9616,9591,9715,9773
50,4,8,49,21,Utah,Iron County,46264,46632,46661,46560,47080,48166,49755,50944,52959,55269
50,4,8,49,23,Utah,Juab County,10263,10317,10300,10269,10418,10560,11045,11308,11639,12002
50,4,8,49,25,Utah,Kane County,7214,7297,7177,7128,7172,7045,7306,7535,7663,7873
50,4,8,49,27,Utah,Millard County,12541,12571,12468,12556,12540,12621,12641,12805,12941,13100
50,4,8,49,29,Utah,Morgan County,9523,9655,9812,10215,10609,11048,11368,11836,11971,12115
50,4,8,49,31,Utah,Piute County,1563,1497,1495,1486,1465,1489,1457,1406,1434,1472
